id,title,topic_tags,difficulty,problem_URL,solution_URL
1441,Build an Array With Stack Operations,"{Array,Stack,Simulation}",Medium,https://leetcode.com/problems/build-an-array-with-stack-operations,https://leetcode.com/problems/build-an-array-with-stack-operations/solution
1442,Count Triplets That Can Form Two Arrays of Equal XOR,"{Array,Hash Table,Math,Bit Manipulation,Prefix Sum}",Medium,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/solution
1443,Minimum Time to Collect All Apples in a Tree,"{Hash Table,Tree,Depth-First Search,Breadth-First Search}",Medium,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/solution
1444,Number of Ways of Cutting a Pizza,"{Array,Dynamic Programming,Memoization,Matrix}",Hard,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/solution
1445,Apples & Oranges,{},Medium,https://leetcode.com/problems/apples-oranges,https://leetcode.com/problems/apples-oranges/solution
1446,Consecutive Characters,{String},Easy,https://leetcode.com/problems/consecutive-characters,https://leetcode.com/problems/consecutive-characters/solution
1447,Simplified Fractions,"{Math,String,Number Theory}",Medium,https://leetcode.com/problems/simplified-fractions,https://leetcode.com/problems/simplified-fractions/solution
1448,Count Good Nodes in Binary Tree,"{Tree,Depth-First Search,Breadth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/count-good-nodes-in-binary-tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree/solution
1449,Form Largest Integer With Digits That Add up to Target,"{Array,Dynamic Programming}",Hard,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/solution
1450,Number of Students Doing Homework at a Given Time,{Array},Easy,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/solution
1451,Rearrange Words in a Sentence,"{String,Sorting}",Medium,https://leetcode.com/problems/rearrange-words-in-a-sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence/solution
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,"{Array,Hash Table,String}",Medium,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/solution
1453,Maximum Number of Darts Inside of a Circular Dartboard,"{Array,Math,Geometry}",Hard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/solution
1454,Active Users,{},Medium,https://leetcode.com/problems/active-users,https://leetcode.com/problems/active-users/solution
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,"{String,String Matching}",Easy,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/solution
1456,Maximum Number of Vowels in a Substring of Given Length,"{String,Sliding Window}",Medium,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/solution
1457,Pseudo-Palindromic Paths in a Binary Tree,"{Bit Manipulation,Tree,Depth-First Search,Breadth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/solution
1458,Max Dot Product of Two Subsequences,"{Array,Dynamic Programming}",Hard,https://leetcode.com/problems/max-dot-product-of-two-subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences/solution
1459,Rectangles Area,{},Medium,https://leetcode.com/problems/rectangles-area,https://leetcode.com/problems/rectangles-area/solution
1460,Make Two Arrays Equal by Reversing Subarrays,"{Array,Hash Table,Sorting}",Easy,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/solution
1461,Check If a String Contains All Binary Codes of Size K,"{Hash Table,String,Bit Manipulation,Rolling Hash,Hash Function}",Medium,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/solution
1462,Course Schedule IV,"{Depth-First Search,Breadth-First Search,Graph,Topological Sort}",Medium,https://leetcode.com/problems/course-schedule-iv,https://leetcode.com/problems/course-schedule-iv/solution
1463,Cherry Pickup II,"{Array,Dynamic Programming,Matrix}",Hard,https://leetcode.com/problems/cherry-pickup-ii,https://leetcode.com/problems/cherry-pickup-ii/solution
1464,Maximum Product of Two Elements in an Array,"{Array,Sorting,Heap (Priority Queue)}",Easy,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/solution
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,"{Array,Greedy,Sorting}",Medium,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/solution
1466,Reorder Routes to Make All Paths Lead to the City Zero,"{Depth-First Search,Breadth-First Search,Graph}",Medium,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/solution
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,"{Array,Math,Dynamic Programming,Backtracking,Combinatorics,Probability and Statistics}",Hard,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/solution
1468,Calculate Salaries,{},Medium,https://leetcode.com/problems/calculate-salaries,https://leetcode.com/problems/calculate-salaries/solution
1469,Find All The Lonely Nodes,{},Easy,https://leetcode.com/problems/find-all-the-lonely-nodes,https://leetcode.com/problems/find-all-the-lonely-nodes/solution
1470,Shuffle the Array,{Array},Easy,https://leetcode.com/problems/shuffle-the-array,https://leetcode.com/problems/shuffle-the-array/solution
1471,The k Strongest Values in an Array,"{Array,Two Pointers,Sorting}",Medium,https://leetcode.com/problems/the-k-strongest-values-in-an-array,https://leetcode.com/problems/the-k-strongest-values-in-an-array/solution
1472,Design Browser History,"{Array,Linked List,Stack,Design,Doubly-Linked List,Data Stream}",Medium,https://leetcode.com/problems/design-browser-history,https://leetcode.com/problems/design-browser-history/solution
1473,Paint House III,"{Array,Dynamic Programming}",Hard,https://leetcode.com/problems/paint-house-iii,https://leetcode.com/problems/paint-house-iii/solution
1474,Delete N Nodes After M Nodes of a Linked List,{},Easy,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/solution
1475,Final Prices With a Special Discount in a Shop,"{Array,Stack,Monotonic Stack}",Easy,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/solution
1476,Subrectangle Queries,"{Array,Design,Matrix}",Medium,https://leetcode.com/problems/subrectangle-queries,https://leetcode.com/problems/subrectangle-queries/solution
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,"{Array,Hash Table,Binary Search,Dynamic Programming,Sliding Window}",Medium,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/solution
1478,Allocate Mailboxes,"{Array,Math,Dynamic Programming,Sorting}",Hard,https://leetcode.com/problems/allocate-mailboxes,https://leetcode.com/problems/allocate-mailboxes/solution
1479,Sales by Day of the Week,{},Hard,https://leetcode.com/problems/sales-by-day-of-the-week,https://leetcode.com/problems/sales-by-day-of-the-week/solution
1480,Running Sum of 1d Array,"{Array,Prefix Sum}",Easy,https://leetcode.com/problems/running-sum-of-1d-array,https://leetcode.com/problems/running-sum-of-1d-array/solution
1481,Least Number of Unique Integers after K Removals,"{Array,Hash Table,Greedy,Sorting,Counting}",Medium,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/solution
1482,Minimum Number of Days to Make m Bouquets,"{Array,Binary Search}",Medium,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/solution
1483,Kth Ancestor of a Tree Node,"{Binary Search,Dynamic Programming,Tree,Depth-First Search,Breadth-First Search,Design}",Hard,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/solution
1484,Group Sold Products By The Date,{Database},Easy,https://leetcode.com/problems/group-sold-products-by-the-date,https://leetcode.com/problems/group-sold-products-by-the-date/solution
1485,Clone Binary Tree With Random Pointer,{},Medium,https://leetcode.com/problems/clone-binary-tree-with-random-pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/solution
1486,XOR Operation in an Array,"{Math,Bit Manipulation}",Easy,https://leetcode.com/problems/xor-operation-in-an-array,https://leetcode.com/problems/xor-operation-in-an-array/solution
1487,Making File Names Unique,"{Array,Hash Table,String}",Medium,https://leetcode.com/problems/making-file-names-unique,https://leetcode.com/problems/making-file-names-unique/solution
1488,Avoid Flood in The City,"{Array,Hash Table,Binary Search,Greedy,Heap (Priority Queue)}",Medium,https://leetcode.com/problems/avoid-flood-in-the-city,https://leetcode.com/problems/avoid-flood-in-the-city/solution
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,"{Union Find,Graph,Sorting,Minimum Spanning Tree,Strongly Connected Component}",Hard,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/solution
1490,Clone N-ary Tree,{},Medium,https://leetcode.com/problems/clone-n-ary-tree,https://leetcode.com/problems/clone-n-ary-tree/solution
1491,Average Salary Excluding the Minimum and Maximum Salary,"{Array,Sorting}",Easy,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/solution
1492,The kth Factor of n,"{Math,Number Theory}",Medium,https://leetcode.com/problems/the-kth-factor-of-n,https://leetcode.com/problems/the-kth-factor-of-n/solution
1493,Longest Subarray of 1's After Deleting One Element,"{Array,Dynamic Programming,Sliding Window}",Medium,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/solution
1494,Parallel Courses II,"{Dynamic Programming,Bit Manipulation,Graph,Bitmask}",Hard,https://leetcode.com/problems/parallel-courses-ii,https://leetcode.com/problems/parallel-courses-ii/solution
1495,Friendly Movies Streamed Last Month,{},Easy,https://leetcode.com/problems/friendly-movies-streamed-last-month,https://leetcode.com/problems/friendly-movies-streamed-last-month/solution
1496,Path Crossing,"{Hash Table,String}",Easy,https://leetcode.com/problems/path-crossing,https://leetcode.com/problems/path-crossing/solution
1497,Check If Array Pairs Are Divisible by k,"{Array,Hash Table,Counting}",Medium,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/solution
1498,Number of Subsequences That Satisfy the Given Sum Condition,"{Array,Two Pointers,Binary Search,Sorting}",Medium,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/solution
1499,Max Value of Equation,"{Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue}",Hard,https://leetcode.com/problems/max-value-of-equation,https://leetcode.com/problems/max-value-of-equation/solution
1500,Design a File Sharing System,{},Medium,https://leetcode.com/problems/design-a-file-sharing-system,https://leetcode.com/problems/design-a-file-sharing-system/solution
1501,Countries You Can Safely Invest In,{},Medium,https://leetcode.com/problems/countries-you-can-safely-invest-in,https://leetcode.com/problems/countries-you-can-safely-invest-in/solution
1502,Can Make Arithmetic Progression From Sequence,"{Array,Sorting}",Easy,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/solution
1503,Last Moment Before All Ants Fall Out of a Plank,"{Array,Brainteaser,Simulation}",Medium,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/solution
1504,Count Submatrices With All Ones,"{Array,Dynamic Programming,Stack,Matrix,Monotonic Stack}",Medium,https://leetcode.com/problems/count-submatrices-with-all-ones,https://leetcode.com/problems/count-submatrices-with-all-ones/solution
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,"{String,Greedy,Binary Indexed Tree,Segment Tree}",Hard,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/solution
1506,Find Root of N-Ary Tree,{},Medium,https://leetcode.com/problems/find-root-of-n-ary-tree,https://leetcode.com/problems/find-root-of-n-ary-tree/solution
1507,Reformat Date,{String},Easy,https://leetcode.com/problems/reformat-date,https://leetcode.com/problems/reformat-date/solution
1508,Range Sum of Sorted Subarray Sums,"{Array,Two Pointers,Binary Search,Sorting}",Medium,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/solution
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,"{Array,Greedy,Sorting}",Medium,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/solution
1510,Stone Game IV,"{Math,Dynamic Programming,Game Theory}",Hard,https://leetcode.com/problems/stone-game-iv,https://leetcode.com/problems/stone-game-iv/solution
1511,Customer Order Frequency,{},Easy,https://leetcode.com/problems/customer-order-frequency,https://leetcode.com/problems/customer-order-frequency/solution
1512,Number of Good Pairs,"{Array,Hash Table,Math,Counting}",Easy,https://leetcode.com/problems/number-of-good-pairs,https://leetcode.com/problems/number-of-good-pairs/solution
1513,Number of Substrings With Only 1s,"{Math,String}",Medium,https://leetcode.com/problems/number-of-substrings-with-only-1s,https://leetcode.com/problems/number-of-substrings-with-only-1s/solution
1514,Path with Maximum Probability,"{Array,Graph,Heap (Priority Queue),Shortest Path}",Medium,https://leetcode.com/problems/path-with-maximum-probability,https://leetcode.com/problems/path-with-maximum-probability/solution
1515,Best Position for a Service Centre,"{Math,Geometry,Randomized}",Hard,https://leetcode.com/problems/best-position-for-a-service-centre,https://leetcode.com/problems/best-position-for-a-service-centre/solution
1516,Move Sub-Tree of N-Ary Tree,{},Hard,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/solution
1517,Find Users With Valid E-Mails,{Database},Easy,https://leetcode.com/problems/find-users-with-valid-e-mails,https://leetcode.com/problems/find-users-with-valid-e-mails/solution
1518,Water Bottles,"{Math,Simulation}",Easy,https://leetcode.com/problems/water-bottles,https://leetcode.com/problems/water-bottles/solution
1519,Number of Nodes in the Sub-Tree With the Same Label,"{Hash Table,Tree,Depth-First Search,Breadth-First Search,Counting}",Medium,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/solution
1520,Maximum Number of Non-Overlapping Substrings,"{String,Greedy}",Hard,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/solution
1521,Find a Value of a Mysterious Function Closest to Target,"{Array,Binary Search,Bit Manipulation,Segment Tree}",Hard,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/solution
1522,Diameter of N-Ary Tree,{},Medium,https://leetcode.com/problems/diameter-of-n-ary-tree,https://leetcode.com/problems/diameter-of-n-ary-tree/solution
1523,Count Odd Numbers in an Interval Range,{Math},Easy,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/solution
1524,Number of Sub-arrays With Odd Sum,"{Array,Math,Dynamic Programming,Prefix Sum}",Medium,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/solution
1525,Number of Good Ways to Split a String,"{String,Dynamic Programming,Bit Manipulation}",Medium,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/solution
1526,Minimum Number of Increments on Subarrays to Form a Target Array,"{Array,Dynamic Programming,Stack,Greedy,Monotonic Stack}",Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/solution
1527,Patients With a Condition,{Database},Easy,https://leetcode.com/problems/patients-with-a-condition,https://leetcode.com/problems/patients-with-a-condition/solution
1528,Shuffle String,"{Array,String}",Easy,https://leetcode.com/problems/shuffle-string,https://leetcode.com/problems/shuffle-string/solution
1529,Minimum Suffix Flips,"{String,Greedy}",Medium,https://leetcode.com/problems/minimum-suffix-flips,https://leetcode.com/problems/minimum-suffix-flips/solution
1530,Number of Good Leaf Nodes Pairs,"{Tree,Depth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/solution
1531,String Compression II,"{String,Dynamic Programming}",Hard,https://leetcode.com/problems/string-compression-ii,https://leetcode.com/problems/string-compression-ii/solution
1532,The Most Recent Three Orders,{},Medium,https://leetcode.com/problems/the-most-recent-three-orders,https://leetcode.com/problems/the-most-recent-three-orders/solution
1533,Find the Index of the Large Integer,{},Medium,https://leetcode.com/problems/find-the-index-of-the-large-integer,https://leetcode.com/problems/find-the-index-of-the-large-integer/solution
1534,Count Good Triplets,"{Array,Enumeration}",Easy,https://leetcode.com/problems/count-good-triplets,https://leetcode.com/problems/count-good-triplets/solution
1535,Find the Winner of an Array Game,"{Array,Simulation}",Medium,https://leetcode.com/problems/find-the-winner-of-an-array-game,https://leetcode.com/problems/find-the-winner-of-an-array-game/solution
1536,Minimum Swaps to Arrange a Binary Grid,"{Array,Greedy,Matrix}",Medium,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/solution
1537,Get the Maximum Score,"{Array,Two Pointers,Dynamic Programming,Greedy}",Hard,https://leetcode.com/problems/get-the-maximum-score,https://leetcode.com/problems/get-the-maximum-score/solution
1538,Guess the Majority in a Hidden Array,{},Medium,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/solution
1539,Kth Missing Positive Number,"{Array,Binary Search}",Easy,https://leetcode.com/problems/kth-missing-positive-number,https://leetcode.com/problems/kth-missing-positive-number/solution
1540,Can Convert String in K Moves,"{Hash Table,String}",Medium,https://leetcode.com/problems/can-convert-string-in-k-moves,https://leetcode.com/problems/can-convert-string-in-k-moves/solution
1541,Minimum Insertions to Balance a Parentheses String,"{String,Stack,Greedy}",Medium,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/solution
1542,Find Longest Awesome Substring,"{Hash Table,String,Bit Manipulation}",Hard,https://leetcode.com/problems/find-longest-awesome-substring,https://leetcode.com/problems/find-longest-awesome-substring/solution
1543,Fix Product Name Format,{},Easy,https://leetcode.com/problems/fix-product-name-format,https://leetcode.com/problems/fix-product-name-format/solution
1544,Make The String Great,"{String,Stack}",Easy,https://leetcode.com/problems/make-the-string-great,https://leetcode.com/problems/make-the-string-great/solution
1545,Find Kth Bit in Nth Binary String,"{String,Recursion}",Medium,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/solution
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"{Array,Hash Table,Greedy,Prefix Sum}",Medium,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/solution
1547,Minimum Cost to Cut a Stick,"{Array,Dynamic Programming,Sorting}",Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/solution
1548,The Most Similar Path in a Graph,{},Hard,https://leetcode.com/problems/the-most-similar-path-in-a-graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph/solution
1549,The Most Recent Orders for Each Product,{},Medium,https://leetcode.com/problems/the-most-recent-orders-for-each-product,https://leetcode.com/problems/the-most-recent-orders-for-each-product/solution
1550,Three Consecutive Odds,{Array},Easy,https://leetcode.com/problems/three-consecutive-odds,https://leetcode.com/problems/three-consecutive-odds/solution
1551,Minimum Operations to Make Array Equal,{Math},Medium,https://leetcode.com/problems/minimum-operations-to-make-array-equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal/solution
1552,Magnetic Force Between Two Balls,"{Array,Binary Search,Sorting}",Medium,https://leetcode.com/problems/magnetic-force-between-two-balls,https://leetcode.com/problems/magnetic-force-between-two-balls/solution
1553,Minimum Number of Days to Eat N Oranges,"{Dynamic Programming,Memoization}",Hard,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/solution
1554,Strings Differ by One Character,{},Medium,https://leetcode.com/problems/strings-differ-by-one-character,https://leetcode.com/problems/strings-differ-by-one-character/solution
1555,Bank Account Summary,{},Medium,https://leetcode.com/problems/bank-account-summary,https://leetcode.com/problems/bank-account-summary/solution
1556,Thousand Separator,{String},Easy,https://leetcode.com/problems/thousand-separator,https://leetcode.com/problems/thousand-separator/solution
1557,Minimum Number of Vertices to Reach All Nodes,{Graph},Medium,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/solution
1558,Minimum Numbers of Function Calls to Make Target Array,"{Array,Greedy,Bit Manipulation}",Medium,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/solution
1559,Detect Cycles in 2D Grid,"{Array,Depth-First Search,Breadth-First Search,Union Find,Matrix}",Medium,https://leetcode.com/problems/detect-cycles-in-2d-grid,https://leetcode.com/problems/detect-cycles-in-2d-grid/solution
1560,Most Visited Sector in  a Circular Track,"{Array,Simulation}",Easy,https://leetcode.com/problems/most-visited-sector-in-a-circular-track,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/solution
1561,Maximum Number of Coins You Can Get,"{Array,Math,Greedy,Sorting,Game Theory}",Medium,https://leetcode.com/problems/maximum-number-of-coins-you-can-get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/solution
1562,Find Latest Group of Size M,"{Array,Binary Search,Simulation}",Medium,https://leetcode.com/problems/find-latest-group-of-size-m,https://leetcode.com/problems/find-latest-group-of-size-m/solution
1563,Stone Game V,"{Array,Math,Dynamic Programming,Game Theory}",Hard,https://leetcode.com/problems/stone-game-v,https://leetcode.com/problems/stone-game-v/solution
1564,Put Boxes Into the Warehouse I,{},Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-i,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/solution
1565,Unique Orders and Customers Per Month,{},Easy,https://leetcode.com/problems/unique-orders-and-customers-per-month,https://leetcode.com/problems/unique-orders-and-customers-per-month/solution
1566,Detect Pattern of Length M Repeated K or More Times,"{Array,Enumeration}",Easy,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/solution
1567,Maximum Length of Subarray With Positive Product,"{Array,Dynamic Programming,Greedy}",Medium,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/solution
1568,Minimum Number of Days to Disconnect Island,"{Array,Depth-First Search,Breadth-First Search,Matrix,Strongly Connected Component}",Hard,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/solution
1569,Number of Ways to Reorder Array to Get Same BST,"{Array,Math,Divide and Conquer,Dynamic Programming,Tree,Union Find,Binary Search Tree,Memoization,Combinatorics,Binary Tree}",Hard,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/solution
1570,Dot Product of Two Sparse Vectors,{},Medium,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/solution
1571,Warehouse Manager,{},Easy,https://leetcode.com/problems/warehouse-manager,https://leetcode.com/problems/warehouse-manager/solution
1572,Matrix Diagonal Sum,"{Array,Matrix}",Easy,https://leetcode.com/problems/matrix-diagonal-sum,https://leetcode.com/problems/matrix-diagonal-sum/solution
1573,Number of Ways to Split a String,"{Math,String}",Medium,https://leetcode.com/problems/number-of-ways-to-split-a-string,https://leetcode.com/problems/number-of-ways-to-split-a-string/solution
1574,Shortest Subarray to be Removed to Make Array Sorted,"{Array,Two Pointers,Binary Search,Stack,Monotonic Stack}",Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/solution
1575,Count All Possible Routes,"{Array,Dynamic Programming,Memoization}",Hard,https://leetcode.com/problems/count-all-possible-routes,https://leetcode.com/problems/count-all-possible-routes/solution
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,{String},Easy,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/solution
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,"{Array,Hash Table,Math,Two Pointers}",Medium,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/solution
1578,Minimum Time to Make Rope Colorful,"{Array,String,Dynamic Programming,Greedy}",Medium,https://leetcode.com/problems/minimum-time-to-make-rope-colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/solution
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,"{Union Find,Graph}",Hard,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/solution
1580,Put Boxes Into the Warehouse II,{},Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/solution
1581,Customer Who Visited but Did Not Make Any Transactions,{Database},Easy,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/solution
1582,Special Positions in a Binary Matrix,"{Array,Matrix}",Easy,https://leetcode.com/problems/special-positions-in-a-binary-matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix/solution
